,season,name,shoots,position,salary
426,2017-18,D.J. Augustin,Right,Point Guard,7250000
427,2006-07,James Augustine,Left,Power Forward,412718
428,2007-08,James Augustine,Left,Power Forward,687456
429,1999-00,Isaac Austin,Right,Center,4819451
430,2000-01,Isaac Austin,Right,Center,5500000
431,2001-02,Isaac Austin,Right,Center,5695715
432,1999-00,Anthony Avent,Right,Power Forward,510000
433,1999-00,William Avery,Right,Point Guard,1196520
434,2000-01,William Avery,Right,Point Guard,1286160
435,2001-02,William Avery,Right,Point Guard,1375920
436,2011-12,Gustavo Ayon,Right,Center and Power Forward,1567500
437,2012-13,Gustavo Ayon,Right,Center and Power Forward,1500000
438,2013-14,Gustavo Ayon,Right,Center and Power Forward,1500000
439,2009-10,Jeff Ayres,Right,Center and Power Forward,457588
440,2011-12,Jeff Ayres,Right,Center and Power Forward,1500000
441,2012-13,Jeff Ayres,Right,Center and Power Forward,1500000
442,2013-14,Jeff Ayres,Right,Center and Power Forward,1750000
443,2014-15,Jeff Ayres,Right,Center and Power Forward,1828750
444,2015-16,Jeff Ayres,Right,Center and Power Forward,317232
445,2006-07,Kelenna Azubuike,Right,Shooting Guard and Small Forward,251657
446,2006-07,Kelenna Azubuike,Right,Shooting Guard and Small Forward,50000
447,2007-08,Kelenna Azubuike,Right,Shooting Guard and Small Forward,687456
448,2008-09,Kelenna Azubuike,Right,Shooting Guard and Small Forward,2900000
449,2009-10,Kelenna Azubuike,Right,Shooting Guard and Small Forward,3132000
450,2010-11,Kelenna Azubuike,Right,Shooting Guard and Small Forward,3300000
451,2012-13,Kelenna Azubuike,Right,Shooting Guard and Small Forward,885120
452,2014-15,Chris Babb,Right,Shooting Guard,48028
453,2010-11,Luke Babbitt,Left,Small Forward and Power Forward,1645440
454,2011-12,Luke Babbitt,Left,Small Forward and Power Forward,1768800
455,2012-13,Luke Babbitt,Left,Small Forward and Power Forward,1892280
456,2014-15,Luke Babbitt,Left,Small Forward and Power Forward,981084
457,2015-16,Luke Babbitt,Left,Small Forward and Power Forward,1100000
458,2016-17,Luke Babbitt,Left,Small Forward and Power Forward,1227000
459,2017-18,Luke Babbitt,Left,Small Forward and Power Forward,1974159
460,2017-18,Dwayne Bacon,Right,Shooting Guard,815615
461,2000-01,Dalibor Bagaric,Right,Center,795000
462,2001-02,Dalibor Bagaric,Right,Center,854640
463,2002-03,Dalibor Bagaric,Right,Center,830947
464,2003-04,Dalibor Bagaric,Right,Center,1599076
465,1999-00,Thurl Bailey,Right,Power Forward and Small Forward,510000
466,1999-00,Toby Bailey,Right,Shooting Guard,535000
467,2014-15,Cameron Bairstow,Right,Center and Power Forward,507336
468,2015-16,Cameron Bairstow,Right,Center and Power Forward,845059
469,2016-17,Ron Baker,Right,Shooting Guard,543471
470,2017-18,Ron Baker,Right,Shooting Guard,4328000
471,1999-00,Vin Baker,Right,Power Forward and Center,9000000
472,2000-01,Vin Baker,Right,Power Forward and Center,10130000
473,2001-02,Vin Baker,Right,Power Forward and Center,11250000
474,2002-03,Vin Baker,Right,Power Forward and Center,12375000
475,2003-04,Vin Baker,Right,Power Forward and Center,13500000
476,2004-05,Vin Baker,Right,Power Forward and Center,5333333
477,2004-05,Vin Baker,Right,Power Forward and Center,3500000
478,2005-06,Vin Baker,Right,Power Forward and Center,5333333
479,2005-06,Vin Baker,Right,Power Forward and Center,3850000
480,2006-07,Vin Baker,Right,Power Forward and Center,5243334
481,2006-07,Vin Baker,Right,Power Forward and Center,86221
482,2006-07,Renaldo Balkman,Right,Small Forward and Power Forward,1191240
483,2007-08,Renaldo Balkman,Right,Small Forward and Power Forward,1280640
484,2008-09,Renaldo Balkman,Right,Small Forward and Power Forward,1369920
485,2009-10,Renaldo Balkman,Right,Small Forward and Power Forward,2112417
486,2010-11,Renaldo Balkman,Right,Small Forward and Power Forward,1675000
487,2011-12,Renaldo Balkman,Right,Small Forward and Power Forward,1675000
488,2012-13,Renaldo Balkman,Right,Small Forward and Power Forward,1675000
489,2017-18,Lonzo Ball,Right,Point Guard,6286560
490,2003-04,Marcus Banks,Right,Point Guard,1499400
491,2004-05,Marcus Banks,Right,Point Guard,1611840
492,2005-06,Marcus Banks,Right,Point Guard,1724280
493,2006-07,Marcus Banks,Right,Point Guard,3672414
494,2007-08,Marcus Banks,Right,Point Guard,3966207
495,2008-09,Marcus Banks,Right,Point Guard,4260000
496,2009-10,Marcus Banks,Right,Point Guard,4553793
497,2010-11,Marcus Banks,Right,Point Guard,4847586
498,2003-04,Leandro Barbosa,Right,Point Guard and Shooting Guard,809280
499,2004-05,Leandro Barbosa,Right,Point Guard and Shooting Guard,870000
500,2005-06,Leandro Barbosa,Right,Point Guard and Shooting Guard,930600
501,2006-07,Leandro Barbosa,Right,Point Guard and Shooting Guard,1679733
502,2007-08,Leandro Barbosa,Right,Point Guard and Shooting Guard,5600000
503,2008-09,Leandro Barbosa,Right,Point Guard and Shooting Guard,6100000
504,2009-10,Leandro Barbosa,Right,Point Guard and Shooting Guard,6600000
505,2010-11,Leandro Barbosa,Right,Point Guard and Shooting Guard,7100000
506,2011-12,Leandro Barbosa,Right,Point Guard and Shooting Guard,7600000
507,2012-13,Leandro Barbosa,Right,Point Guard and Shooting Guard,1229255
508,2014-15,Leandro Barbosa,Right,Point Guard and Shooting Guard,1448490
509,2015-16,Leandro Barbosa,Right,Point Guard and Shooting Guard,2500000
510,2016-17,Leandro Barbosa,Right,Point Guard and Shooting Guard,4000000
511,2017-18,Leandro Barbosa,Right,Point Guard and Shooting Guard,500000
512,2006-07,J.J. Barea,Right,Point Guard and Shooting Guard,412718
513,2007-08,J.J. Barea,Right,Point Guard and Shooting Guard,687456
514,2008-09,J.J. Barea,Right,Point Guard and Shooting Guard,1500000
515,2009-10,J.J. Barea,Right,Point Guard and Shooting Guard,1657500
516,2010-11,J.J. Barea,Right,Point Guard and Shooting Guard,1815000
517,2011-12,J.J. Barea,Right,Point Guard and Shooting Guard,4300000
518,2012-13,J.J. Barea,Right,Point Guard and Shooting Guard,4493500
519,2013-14,J.J. Barea,Right,Point Guard and Shooting Guard,4687000
520,2014-15,J.J. Barea,Right,Point Guard and Shooting Guard,1310286
521,2015-16,J.J. Barea,Right,Point Guard and Shooting Guard,4000000
522,2016-17,J.J. Barea,Right,Point Guard and Shooting Guard,4096950
523,2017-18,J.J. Barea,Right,Point Guard and Shooting Guard,3903900
524,2006-07,Andrea Bargnani,Right,Power Forward and Center,4501200
525,2007-08,Andrea Bargnani,Right,Power Forward and Center,4838880
526,2008-09,Andrea Bargnani,Right,Power Forward and Center,5176440
527,2009-10,Andrea Bargnani,Right,Power Forward and Center,6527491
528,2010-11,Andrea Bargnani,Right,Power Forward and Center,8500000
529,2011-12,Andrea Bargnani,Right,Power Forward and Center,9250000
530,2012-13,Andrea Bargnani,Right,Power Forward and Center,10000000
531,2013-14,Andrea Bargnani,Right,Power Forward and Center,11862500
532,2014-15,Andrea Bargnani,Right,Power Forward and Center,11500000
533,2015-16,Andrea Bargnani,Right,Power Forward and Center,1039298
534,2016-17,Andrea Bargnani,Right,Power Forward and Center,323599
535,1999-00,Charles Barkley,Right,Small Forward and Power Forward,9000000
536,2000-01,Erick Barkley,Right,Point Guard,712200
537,2001-02,Erick Barkley,Right,Point Guard,638000
538,2002-03,Erick Barkley,Right,Point Guard,682500
539,2012-13,Harrison Barnes,Right,Power Forward and Small Forward,2798040
540,2013-14,Harrison Barnes,Right,Power Forward and Small Forward,2923920
541,2014-15,Harrison Barnes,Right,Power Forward and Small Forward,3049920
542,2015-16,Harrison Barnes,Right,Power Forward and Small Forward,3873398
543,2016-17,Harrison Barnes,Right,Power Forward and Small Forward,22116750
544,2017-18,Harrison Barnes,Right,Power Forward and Small Forward,23112004
545,2004-05,Matt Barnes,Right,Small Forward and Power Forward,695046
546,2005-06,Matt Barnes,Right,Small Forward and Power Forward,552269
547,2005-06,Matt Barnes,Right,Small Forward and Power Forward,131593
548,2006-07,Matt Barnes,Right,Small Forward and Power Forward,771331
549,2007-08,Matt Barnes,Right,Small Forward and Power Forward,3000000
550,2008-09,Matt Barnes,Right,Small Forward and Power Forward,926678
551,2009-10,Matt Barnes,Right,Small Forward and Power Forward,1600000
552,2010-11,Matt Barnes,Right,Small Forward and Power Forward,1765000
553,2011-12,Matt Barnes,Right,Small Forward and Power Forward,1906200
554,2012-13,Matt Barnes,Right,Small Forward and Power Forward,1229255
555,2013-14,Matt Barnes,Right,Small Forward and Power Forward,3250000
556,2014-15,Matt Barnes,Right,Small Forward and Power Forward,3396250
557,2015-16,Matt Barnes,Right,Small Forward and Power Forward,3542500
558,2016-17,Matt Barnes,Right,Small Forward and Power Forward,6125000
559,2016-17,Matt Barnes,Right,Small Forward and Power Forward,383351
560,2017-18,Matt Barnes,Right,Small Forward and Power Forward,2133542
561,2004-05,Andre Barrett,Right,Point Guard,385277
562,2006-07,Andre Barrett,Right,Point Guard,744551
563,2005-06,Earl Barron,Right,Center,398762
564,2006-07,Earl Barron,Right,Center,744551
565,2007-08,Earl Barron,Right,Center,973328
566,2010-11,Earl Barron,Right,Center,188558
567,2011-12,Earl Barron,Right,Center,185588
568,2012-13,Earl Barron,Right,Center,358600
569,2014-15,Earl Barron,Right,Center,107676
570,1999-00,Dana Barros,Right,Point Guard and Shooting Guard,3500000
571,2000-01,Dana Barros,Right,Point Guard and Shooting Guard,3700000
572,2001-02,Dana Barros,Right,Point Guard and Shooting Guard,1600000
573,1999-00,Brent Barry,Right,Small Forward and Shooting Guard,3960000
574,2000-01,Brent Barry,Right,Small Forward and Shooting Guard,4320000
575,2001-02,Brent Barry,Right,Small Forward and Shooting Guard,4680000
576,2002-03,Brent Barry,Right,Small Forward and Shooting Guard,5040000
577,2003-04,Brent Barry,Right,Small Forward and Shooting Guard,5400000
578,2004-05,Brent Barry,Right,Small Forward and Shooting Guard,4264900
579,2005-06,Brent Barry,Right,Small Forward and Shooting Guard,4691390
580,2006-07,Brent Barry,Right,Small Forward and Shooting Guard,5117880
581,2007-08,Brent Barry,Right,Small Forward and Shooting Guard,5544370
582,2008-09,Brent Barry,Right,Small Forward and Shooting Guard,1910000
583,2009-10,Brent Barry,Right,Small Forward and Shooting Guard,2062800
584,1999-00,Drew Barry,Right,Shooting Guard and Point Guard,62765
585,1999-00,Jon Barry,Right,Shooting Guard,800000
586,2000-01,Jon Barry,Right,Shooting Guard,2730000
587,2001-02,Jon Barry,Right,Shooting Guard,3175000
588,2002-03,Jon Barry,Right,Shooting Guard,3175000
589,2003-04,Jon Barry,Right,Shooting Guard,3000000
590,2004-05,Jon Barry,Right,Shooting Guard,1800000
591,2005-06,Jon Barry,Right,Shooting Guard,1800000
592,2012-13,Will Barton,Right,Shooting Guard,550000
593,2013-14,Will Barton,Right,Shooting Guard,788872
594,2014-15,Will Barton,Right,Shooting Guard,915243
595,2015-16,Will Barton,Right,Shooting Guard,3333333
596,2016-17,Will Barton,Right,Shooting Guard,3533333
597,2017-18,Will Barton,Right,Shooting Guard,3533333
598,2005-06,Eddie Basden,Right,Small Forward,398762
599,2005-06,Brandon Bass,Right,Power Forward and Center,398762
600,2006-07,Brandon Bass,Right,Power Forward and Center,664209
601,2007-08,Brandon Bass,Right,Power Forward and Center,770610
602,2008-09,Brandon Bass,Right,Power Forward and Center,826269
603,2009-10,Brandon Bass,Right,Power Forward and Center,4000000
604,2010-11,Brandon Bass,Right,Power Forward and Center,4000000
605,2011-12,Brandon Bass,Right,Power Forward and Center,4250000
606,2012-13,Brandon Bass,Right,Power Forward and Center,6000000
607,2013-14,Brandon Bass,Right,Power Forward and Center,6450000
608,2014-15,Brandon Bass,Right,Power Forward and Center,6900000
609,2015-16,Brandon Bass,Right,Power Forward and Center,3000000
610,2016-17,Brandon Bass,Right,Power Forward and Center,1551659
611,1999-00,Maceo Baston,Right,Power Forward,20000
612,2000-01,Maceo Baston,Right,Power Forward,423500
613,2006-07,Maceo Baston,Right,Power Forward,744551
614,2007-08,Maceo Baston,Right,Power Forward,1830000
615,2008-09,Maceo Baston,Right,Power Forward,2272860
616,2002-03,Mengke Bateer,Right,Center,512453
617,2003-04,Mengke Bateer,Right,Center,636679
618,2005-06,Esteban Batista,Left,Power Forward,398762
619,2006-07,Esteban Batista,Left,Power Forward,664209
620,2002-03,Mike Batiste,Right,Power Forward,349458
621,1999-00,Tony Battie,Right,Center and Power Forward,2530920
622,2000-01,Tony Battie,Right,Center and Power Forward,3200000
623,2001-02,Tony Battie,Right,Center and Power Forward,3600000
624,2002-03,Tony Battie,Right,Center and Power Forward,4000000
625,2003-04,Tony Battie,Right,Center and Power Forward,4400000
626,2004-05,Tony Battie,Right,Center and Power Forward,4800000
627,2005-06,Tony Battie,Right,Center and Power Forward,5200000
628,2006-07,Tony Battie,Right,Center and Power Forward,5746000
629,2007-08,Tony Battie,Right,Center and Power Forward,5200000
630,2008-09,Tony Battie,Right,Center and Power Forward,5746000
631,2009-10,Tony Battie,Right,Center and Power Forward,6292000
632,2010-11,Tony Battie,Right,Center and Power Forward,1352181
633,2011-12,Tony Battie,Right,Center and Power Forward,1352181
634,2001-02,Shane Battier,Right,Small Forward and Shooting Guard,2203080
635,2002-03,Shane Battier,Right,Small Forward and Shooting Guard,2368200
636,2003-04,Shane Battier,Right,Small Forward and Shooting Guard,2533440
637,2004-05,Shane Battier,Right,Small Forward and Shooting Guard,3212402
638,2005-06,Shane Battier,Right,Small Forward and Shooting Guard,4903000
639,2006-07,Shane Battier,Right,Small Forward and Shooting Guard,5393300
640,2007-08,Shane Battier,Right,Small Forward and Shooting Guard,5883600
641,2008-09,Shane Battier,Right,Small Forward and Shooting Guard,6448900
642,2009-10,Shane Battier,Right,Small Forward and Shooting Guard,6864200
643,2010-11,Shane Battier,Right,Small Forward and Shooting Guard,7354500
644,2011-12,Shane Battier,Right,Small Forward and Shooting Guard,3000000
645,2012-13,Shane Battier,Right,Small Forward and Shooting Guard,3135000
646,2013-14,Shane Battier,Right,Small Forward and Shooting Guard,3270000
647,2008-09,Nicolas Batum,Right,Small Forward and Shooting Guard,1040640
648,2009-10,Nicolas Batum,Right,Small Forward and Shooting Guard,1118760
649,2010-11,Nicolas Batum,Right,Small Forward and Shooting Guard,1196760
650,2011-12,Nicolas Batum,Right,Small Forward and Shooting Guard,2155365
651,2012-13,Nicolas Batum,Right,Small Forward and Shooting Guard,10850000
652,2013-14,Nicolas Batum,Right,Small Forward and Shooting Guard,11295250
653,2014-15,Nicolas Batum,Right,Small Forward and Shooting Guard,11765500
654,2015-16,Nicolas Batum,Right,Small Forward and Shooting Guard,12235750
655,2016-17,Nicolas Batum,Right,Small Forward and Shooting Guard,20869566
656,2017-18,Nicolas Batum,Right,Small Forward and Shooting Guard,22434783
657,2002-03,Lonny Baxter,Right,Power Forward and Center,349458
658,2003-04,Lonny Baxter,Right,Power Forward and Center,636679
659,2004-05,Lonny Baxter,Right,Power Forward and Center,542475
660,2005-06,Lonny Baxter,Right,Power Forward and Center,745248
661,2008-09,Jerryd Bayless,Right,Point Guard and Shooting Guard,1993560
662,2009-10,Jerryd Bayless,Right,Point Guard and Shooting Guard,2143080
663,2010-11,Jerryd Bayless,Right,Point Guard and Shooting Guard,2292600
664,2011-12,Jerryd Bayless,Right,Point Guard and Shooting Guard,3042280
665,2012-13,Jerryd Bayless,Right,Point Guard and Shooting Guard,3000000
666,2013-14,Jerryd Bayless,Right,Point Guard and Shooting Guard,3135000
667,2014-15,Jerryd Bayless,Right,Point Guard and Shooting Guard,3000000
668,2015-16,Jerryd Bayless,Right,Point Guard and Shooting Guard,3000000
669,2016-17,Jerryd Bayless,Right,Point Guard and Shooting Guard,9424084
670,2017-18,Jerryd Bayless,Right,Point Guard and Shooting Guard,9000000
671,2012-13,Aron Baynes,Right,Center,401170
672,2013-14,Aron Baynes,Right,Center,788872
673,2014-15,Aron Baynes,Right,Center,2077000
674,2015-16,Aron Baynes,Right,Center,6500000
675,2016-17,Aron Baynes,Right,Center,6500000
676,2017-18,Aron Baynes,Right,Center,4328000
677,2012-13,Kent Bazemore,Left,Small Forward and Shooting Guard,473604
678,2013-14,Kent Bazemore,Left,Small Forward and Shooting Guard,788872
679,2014-15,Kent Bazemore,Left,Small Forward and Shooting Guard,2000000
680,2015-16,Kent Bazemore,Left,Small Forward and Shooting Guard,2000000
681,2016-17,Kent Bazemore,Left,Small Forward and Shooting Guard,15730338
682,2017-18,Kent Bazemore,Left,Small Forward and Shooting Guard,16910113
683,2012-13,Bradley Beal,Right,Shooting Guard,4133280
684,2013-14,Bradley Beal,Right,Shooting Guard,4319280
685,2014-15,Bradley Beal,Right,Shooting Guard,4505280
686,2015-16,Bradley Beal,Right,Shooting Guard,5694674
687,2016-17,Bradley Beal,Right,Shooting Guard,22116750
688,2017-18,Bradley Beal,Right,Shooting Guard,23775506
689,2003-04,Jerome Beasley,Right,Power Forward,366931
690,2004-05,Jerome Beasley,Right,Power Forward,620046
691,2016-17,Malik Beasley,Right,Shooting Guard,1627320
692,2017-18,Malik Beasley,Right,Shooting Guard,1700640
693,2008-09,Michael Beasley,Left,Power Forward and Small Forward,4314960
694,2009-10,Michael Beasley,Left,Power Forward and Small Forward,4638600
695,2010-11,Michael Beasley,Left,Power Forward and Small Forward,4962240
696,2011-12,Michael Beasley,Left,Power Forward and Small Forward,6262347
697,2012-13,Michael Beasley,Left,Power Forward and Small Forward,5750000
698,2013-14,Michael Beasley,Left,Power Forward and Small Forward,4666667
699,2013-14,Michael Beasley,Left,Power Forward and Small Forward,1027424
700,2014-15,Michael Beasley,Left,Power Forward and Small Forward,777778
701,2014-15,Michael Beasley,Left,Power Forward and Small Forward,330226
702,2015-16,Michael Beasley,Left,Power Forward and Small Forward,306527
703,2016-17,Michael Beasley,Left,Power Forward and Small Forward,1403611
