athlete_name,year,event_order,points_earned,event_name,athlete_country,athlete_profile_url,athlete_stance,athlete_first_season,athlete_age,athlete_height,athlete_weight,injuried_flag
Owen Wright,2014,1,1750,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,24,190,81,0.0
Nat Young,2014,1,4000,Quiksilver Pro Gold Coast,United States,https://www.worldsurfleague.com/athletes/139/nat-young,Goofy,2008 Men's QS,23,180,75,0.0
Julian Wilson,2014,1,1750,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,25,183,82,0.0
Adrian Buchan,2014,1,1750,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/575/adrian-buchan,Goofy,2003 Men's CT,32,175,75,0.0
Bede Durbidge,2014,1,500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/558/bede-durbidge,Regular,2002 Men's CT,31,185,82,0.0
Filipe Toledo,2014,1,500,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,19,175,70,0.0
Kai Otton,2014,1,500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/565/kai-otton,Goofy,2007 Men's CT,34,180,76,0.0
Miguel Pupo,2014,1,5200,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,22,175,73,0.0
Sebastian Zietz,2014,1,500,Quiksilver Pro Gold Coast,Hawaii,https://www.worldsurfleague.com/athletes/14/sebastian-zietz,Regular,2008 Men's QS,26,183,77,0.0
Freddy Patacchia Jr.,2014,1,4000,Quiksilver Pro Gold Coast,Hawaii,https://www.worldsurfleague.com/athletes/2/freddy-patacchia-jr,Goofy,2002 Men's CT,32,172,74,0.0
Jadson Andre,2014,1,1750,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,24,170,70,0.0
Matt Wilkinson,2014,1,500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/226/matt-wilkinson,Goofy,2006 Men's CT,26,180,82,0.0
C. J. Hobgood,2014,1,5200,Quiksilver Pro Gold Coast,,,,,,,,0.0
Adam Melling,2014,1,1750,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/260/adam-melling,Regular,2008 Men's QS,29,175,75,0.0
Alejo Muniz,2014,1,500,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/708/alejo-muniz,Regular,2008 Men's QS,24,175,72,0.0
Aritz Aranburu,2014,1,500,Quiksilver Pro Gold Coast,Spain,https://www.worldsurfleague.com/athletes/588/aritz-aranburu,Regular,2007 Men's CT,29,172,70,0.0
Dion Atkinson,2014,1,1750,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/219/dion-atkinson,Regular,2008 Men's QS,28,182,82,0.0
Tiago Pires,2014,1,1750,Quiksilver Pro Gold Coast,Portugal,https://www.worldsurfleague.com/athletes/585/tiago-pires,Regular,1999 Men's CT,34,167,69,0.0
Mitch Crews,2014,1,4000,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/1754/mitch-crews,Regular,2009 Men's QS,24,180,77,0.0
Brett Simpson,2014,1,500,Quiksilver Pro Gold Coast,United States,https://www.worldsurfleague.com/athletes/23/brett-simpson,Regular,2008 Men's QS,29,185,81,0.0
Travis Logie,2014,1,1750,Quiksilver Pro Gold Coast,South Africa,https://www.worldsurfleague.com/athletes/572/travis-logie,Goofy,2003 Men's CT,35,167,66,0.0
Jeremy Flores,2014,1,1750,Quiksilver Pro Gold Coast,France,https://www.worldsurfleague.com/athletes/562/jeremy-flores,Regular,2006 Men's CT,26,173,72,0.0
Raoni Monteiro,2014,1,500,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/467/raoni-monteiro,Regular,1999 Men's CT,32,177,76,0.0
Adriano de Souza,2015,1,6500,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/13/adriano-de-souza,Regular,2006 Men's CT,28,170,66,0.0
Mick Fanning,2015,1,5200,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/554/mick-fanning,Regular,1999 Men's CT,34,178,79,0.0
Gabriel Medina,2015,1,1750,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,21,180,77,0.0
Filipe Toledo,2015,1,10000,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,20,175,70,0.0
Owen Wright,2015,1,1750,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,25,190,81,0.0
Julian Wilson,2015,1,8000,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,26,183,82,0.0
Italo Ferreira,2015,1,4000,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,21,168,68,0.0
Jeremy Flores,2015,1,500,Quiksilver Pro Gold Coast,France,https://www.worldsurfleague.com/athletes/562/jeremy-flores,Regular,2006 Men's CT,27,173,72,0.0
Kelly Slater,2015,1,1750,Quiksilver Pro Gold Coast,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,43,175,73,0.0
Nat Young,2015,1,1750,Quiksilver Pro Gold Coast,United States,https://www.worldsurfleague.com/athletes/139/nat-young,Goofy,2008 Men's QS,24,180,75,0.0
Josh Kerr,2015,1,1750,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/606/josh-kerr,Regular,2007 Men's CT,31,173,69,0.0
Bede Durbidge,2015,1,5200,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/558/bede-durbidge,Regular,2002 Men's CT,32,185,82,0.0
Joel Parkinson,2015,1,1750,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/556/joel-parkinson,Regular,1999 Men's CT,34,183,82,0.0
John John Florence,2015,1,1750,Quiksilver Pro Gold Coast,Hawaii,https://www.worldsurfleague.com/athletes/199/john-john-florence,Regular,2008 Men's QS,22,186,79,0.0
Wiggolly Dantas,2015,1,5200,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/425/wiggolly-dantas,Goofy,2008 Men's QS,25,175,72,0.0
Taj Burrow,2015,1,5200,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/555/taj-burrow,Regular,1996 Men's CT,37,175,72,0.0
Kai Otton,2015,1,500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/565/kai-otton,Goofy,2007 Men's CT,35,180,76,0.0
Matt Wilkinson,2015,1,4000,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/226/matt-wilkinson,Goofy,2006 Men's CT,27,180,82,0.0
Adrian Buchan,2015,1,500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/575/adrian-buchan,Goofy,2003 Men's CT,33,175,75,0.0
Keanu Asing,2015,1,500,Quiksilver Pro Gold Coast,Hawaii,https://www.worldsurfleague.com/athletes/1677/keanu-asing,Regular,2009 Men's QS,22,163,63,0.0
Michel Bourez,2015,1,500,Quiksilver Pro Gold Coast,France,https://www.worldsurfleague.com/athletes/593/michel-bourez,Regular,2007 Men's CT,29,175,80,0.0
Jadson Andre,2015,1,500,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,25,170,70,0.0
Adam Melling,2015,1,500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/260/adam-melling,Regular,2008 Men's QS,30,175,75,0.0
C. J. Hobgood,2015,1,500,Quiksilver Pro Gold Coast,,,,,,,,0.0
Kolohe Andino,2015,1,1750,Quiksilver Pro Gold Coast,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,21,180,79,0.0
Sebastian Zietz,2015,1,1750,Quiksilver Pro Gold Coast,Hawaii,https://www.worldsurfleague.com/athletes/14/sebastian-zietz,Regular,2008 Men's QS,27,183,77,0.0
Miguel Pupo,2015,1,6500,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,23,175,73,0.0
Jordy Smith,2015,1,4000,Quiksilver Pro Gold Coast,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,27,190,88,0.0
Brett Simpson,2015,1,500,Quiksilver Pro Gold Coast,United States,https://www.worldsurfleague.com/athletes/23/brett-simpson,Regular,2008 Men's QS,30,185,81,0.0
Glenn Hall,2015,1,4000,Quiksilver Pro Gold Coast,Ireland,https://www.worldsurfleague.com/athletes/215/glenn-hall,Goofy,2008 Men's QS,33,165,63,0.0
Ricardo Christie,2015,1,500,Quiksilver Pro Gold Coast,New Zealand,https://www.worldsurfleague.com/athletes/314/ricardo-christie,Regular,2008 Men's QS,27,185,84,0.0
Freddy Patacchia Jr.,2015,1,1750,Quiksilver Pro Gold Coast,Hawaii,https://www.worldsurfleague.com/athletes/2/freddy-patacchia-jr,Goofy,2002 Men's CT,33,172,74,0.0
Matt Banting,2015,1,1750,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/2757/matt-banting,Regular,2011 Men's JR,21,180,69,0.0
Dusty Payne,2015,1,1750,Quiksilver Pro Gold Coast,Hawaii,https://www.worldsurfleague.com/athletes/8/dusty-payne,Regular,2008 Men's QS,26,178,74,0.0
Dane Reynolds,2015,1,500,Quiksilver Pro Gold Coast,United States,https://www.worldsurfleague.com/athletes/580/dane-reynolds,Regular,2003 Men's CT,30,183,79,0.0
John John Florence,2016,1,5200,Quiksilver Pro Gold Coast,Hawaii,https://www.worldsurfleague.com/athletes/199/john-john-florence,Regular,2008 Men's QS,23,186,79,0.0
Jordy Smith,2016,1,500,Quiksilver Pro Gold Coast,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,28,190,88,0.0
Gabriel Medina,2016,1,1750,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,22,180,77,0.0
Kolohe Andino,2016,1,8000,Quiksilver Pro Gold Coast,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,22,180,79,0.0
Matt Wilkinson,2016,1,10000,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/226/matt-wilkinson,Goofy,2006 Men's CT,28,180,82,0.0
Michel Bourez,2016,1,1750,Quiksilver Pro Gold Coast,France,https://www.worldsurfleague.com/athletes/593/michel-bourez,Regular,2007 Men's CT,30,175,80,0.0
Kelly Slater,2016,1,500,Quiksilver Pro Gold Coast,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,44,175,73,0.0
Julian Wilson,2016,1,500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,27,183,82,0.0
Joel Parkinson,2016,1,5200,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/556/joel-parkinson,Regular,1999 Men's CT,35,183,82,0.0
Filipe Toledo,2016,1,6500,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,21,175,70,0.0
Adriano de Souza,2016,1,5200,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/13/adriano-de-souza,Regular,2006 Men's CT,29,170,66,0.0
Sebastian Zietz,2016,1,4000,Quiksilver Pro Gold Coast,Hawaii,https://www.worldsurfleague.com/athletes/14/sebastian-zietz,Regular,2008 Men's QS,28,183,77,0.0
Josh Kerr,2016,1,1750,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/606/josh-kerr,Regular,2007 Men's CT,32,173,69,0.0
Adrian Buchan,2016,1,5200,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/575/adrian-buchan,Goofy,2003 Men's CT,34,175,75,0.0
Italo Ferreira,2016,1,1750,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,22,168,68,0.0
Caio Ibelli,2016,1,4000,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,23,167,72,0.0
Mick Fanning,2016,1,1750,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/554/mick-fanning,Regular,1999 Men's CT,35,178,79,0.0
Conner Coffin,2016,1,4000,Quiksilver Pro Gold Coast,United States,https://www.worldsurfleague.com/athletes/1215/conner-coffin,Regular,2008 Men's QS,23,172,76,0.0
Stuart Kennedy,2016,1,6500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/224/stuart-kennedy,Regular,2008 Men's QS,26,175,73,0.0
Kanoa Igarashi,2016,1,4000,Quiksilver Pro Gold Coast,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,19,180,78,0.0
Wiggolly Dantas,2016,1,1750,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/425/wiggolly-dantas,Goofy,2008 Men's QS,26,175,72,0.0
Miguel Pupo,2016,1,500,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,24,175,73,0.0
Nat Young,2016,1,1750,Quiksilver Pro Gold Coast,United States,https://www.worldsurfleague.com/athletes/139/nat-young,Goofy,2008 Men's QS,25,180,75,0.0
Keanu Asing,2016,1,500,Quiksilver Pro Gold Coast,Hawaii,https://www.worldsurfleague.com/athletes/1677/keanu-asing,Regular,2009 Men's QS,23,163,63,0.0
Jeremy Flores,2016,1,1750,Quiksilver Pro Gold Coast,France,https://www.worldsurfleague.com/athletes/562/jeremy-flores,Regular,2006 Men's CT,28,173,72,0.0
Jadson Andre,2016,1,1750,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,26,170,70,0.0
Kai Otton,2016,1,500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/565/kai-otton,Goofy,2007 Men's CT,36,180,76,0.0
Matt Banting,2016,1,500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/2757/matt-banting,Regular,2011 Men's JR,22,180,69,0.0
Davey Cathels,2016,1,500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/2056/davey-cathels,Regular,2010 Men's QS,25,172,67,0.0
Jack Freestone,2016,1,500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/2112/jack-freestone,Regular,2010 Men's QS,24,185,86,0.0
Alejo Muniz,2016,1,500,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/708/alejo-muniz,Regular,2008 Men's QS,26,175,72,1.0
Adam Melling,2016,1,500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/260/adam-melling,Regular,2008 Men's QS,31,175,75,0.0
Ryan Callinan,2016,1,1750,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/1760/ryan-callinan,Goofy,2009 Men's QS,24,183,80,0.0
Alex Ribeiro,2016,1,500,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/483/alex-ribeiro,Goofy,2008 Men's QS,26,178,77,0.0
Bede Durbidge,2016,1,500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/558/bede-durbidge,Regular,2002 Men's CT,33,185,82,1.0
Taj Burrow,2016,1,1750,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/555/taj-burrow,Regular,1996 Men's CT,38,175,72,0.0
Owen Wright,2016,1,500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,26,190,81,1.0
Mikey Wright,2016,1,1750,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/3830/mikey-wright,Regular,2012 Men's JR,20,183,80,0.0
John John Florence,2017,1,6500,Quiksilver Pro Gold Coast,Hawaii,https://www.worldsurfleague.com/athletes/199/john-john-florence,Regular,2008 Men's QS,24,186,79,0.0
Gabriel Medina,2017,1,6500,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,23,180,77,0.0
Julian Wilson,2017,1,1750,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,28,183,82,0.0
Jordy Smith,2017,1,4000,Quiksilver Pro Gold Coast,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,29,190,88,0.0
Matt Wilkinson,2017,1,8000,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/226/matt-wilkinson,Goofy,2006 Men's CT,29,180,82,0.0
Owen Wright,2017,1,10000,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,27,190,81,0.0
Kolohe Andino,2017,1,4000,Quiksilver Pro Gold Coast,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,23,180,79,0.0
Adriano de Souza,2017,1,4000,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/13/adriano-de-souza,Regular,2006 Men's CT,30,170,66,0.0
Joel Parkinson,2017,1,5200,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/556/joel-parkinson,Regular,1999 Men's CT,36,183,82,0.0
Filipe Toledo,2017,1,500,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,22,175,70,0.0
Sebastian Zietz,2017,1,1750,Quiksilver Pro Gold Coast,Hawaii,https://www.worldsurfleague.com/athletes/14/sebastian-zietz,Regular,2008 Men's QS,29,183,77,0.0
Mick Fanning,2017,1,1750,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/554/mick-fanning,Regular,1999 Men's CT,36,178,79,0.0
Connor O' Leary,2017,1,5200,Quiksilver Pro Gold Coast,,,,,,,,0.0
Frederico Morais,2017,1,1750,Quiksilver Pro Gold Coast,Portugal,https://www.worldsurfleague.com/athletes/1343/frederico-morais,Regular,2008 Men's QS,25,185,81,0.0
Jeremy Flores,2017,1,1750,Quiksilver Pro Gold Coast,France,https://www.worldsurfleague.com/athletes/562/jeremy-flores,Regular,2006 Men's CT,29,173,72,0.0
Adrian Buchan,2017,1,500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/575/adrian-buchan,Goofy,2003 Men's CT,35,175,75,0.0
Kanoa Igarashi,2017,1,500,Quiksilver Pro Gold Coast,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,20,180,78,0.0
Caio Ibelli,2017,1,1750,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,24,167,72,0.0
Michel Bourez,2017,1,500,Quiksilver Pro Gold Coast,France,https://www.worldsurfleague.com/athletes/593/michel-bourez,Regular,2007 Men's CT,31,175,80,0.0
Conner Coffin,2017,1,4000,Quiksilver Pro Gold Coast,United States,https://www.worldsurfleague.com/athletes/1215/conner-coffin,Regular,2008 Men's QS,24,172,76,0.0
Joan Duru,2017,1,500,Quiksilver Pro Gold Coast,France,https://www.worldsurfleague.com/athletes/621/joan-duru,Goofy,2006 Men's CT,28,177,77,0.0
Italo Ferreira,2017,1,5200,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,23,168,68,0.0
Ian Gouveia,2017,1,1750,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/1089/ian-gouveia,Goofy,2008 Men's QS,24,167,69,0.0
Bede Durbidge,2017,1,500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/558/bede-durbidge,Regular,2002 Men's CT,34,185,82,0.0
Miguel Pupo,2017,1,1750,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,25,175,73,0.0
Wiggolly Dantas,2017,1,500,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/425/wiggolly-dantas,Goofy,2008 Men's QS,27,175,72,0.0
Leonardo Fioravanti,2017,1,500,Quiksilver Pro Gold Coast,Italy,https://www.worldsurfleague.com/athletes/2656/leonardo-fioravanti,Regular,2011 Men's JR,19,180,80,0.0
Kelly Slater,2017,1,5200,Quiksilver Pro Gold Coast,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,45,175,73,0.0
Ezekiel Lau,2017,1,1750,Quiksilver Pro Gold Coast,Hawaii,https://www.worldsurfleague.com/athletes/1957/ezekiel-lau,Regular,2008 Men's QS,23,186,92,0.0
Jack Freestone,2017,1,500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/2112/jack-freestone,Regular,2010 Men's QS,25,185,86,0.0
Nat Young,2017,1,500,Quiksilver Pro Gold Coast,United States,https://www.worldsurfleague.com/athletes/139/nat-young,Goofy,2008 Men's QS,26,180,75,0.0
Josh Kerr,2017,1,500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/606/josh-kerr,Regular,2007 Men's CT,33,173,69,0.0
Jadson Andre,2017,1,1750,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,27,170,70,0.0
Ethan Ewing,2017,1,500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/4133/ethan-ewing,Regular,2012 Men's JR,19,178,77,0.0
Stuart Kennedy,2017,1,1750,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/224/stuart-kennedy,Regular,2008 Men's QS,27,175,73,0.0
Mikey Wright,2017,1,1750,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/3830/mikey-wright,Regular,2012 Men's JR,21,183,80,0.0
Gabriel Medina,2018,1,1665,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,24,180,77,0.0
